hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,50,2015,October,41,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,32.0,,49,Transient-Party,85.0,0,0,Check-Out,2015-10-11
City Hotel,0,40,2015,October,41,5,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,3.0,,40,Transient-Party,70.0,0,0,Check-Out,2015-10-07
Resort Hotel,0,0,2017,February,8,22,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,,,0,Transient,68.0,0,0,Check-Out,2017-02-24
City Hotel,0,10,2015,September,37,11,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,128.5,0,2,Check-Out,2015-09-13
City Hotel,0,45,2016,August,36,28,2,1,2,1.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,106.5,0,1,Check-Out,2016-08-31
City Hotel,0,2,2017,August,34,24,0,1,2,0.0,0,BB,MEX,Groups,TA/TO,0,0,0,A,A,0,No Deposit,147.0,,0,Transient-Party,140.0,0,1,Check-Out,2017-08-25
City Hotel,0,177,2016,July,29,14,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,85.5,0,1,Check-Out,2016-07-17
City Hotel,0,145,2017,July,30,27,2,3,2,0.0,0,HB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,164.7,0,1,Check-Out,2017-08-01
City Hotel,1,138,2017,June,26,27,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,0,Canceled,2017-02-12
Resort Hotel,0,0,2016,February,9,25,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,127.0,,0,Transient,34.4,0,0,Check-Out,2016-02-26
Resort Hotel,1,196,2016,December,53,30,1,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,308.0,0,Transient-Party,114.0,0,0,Canceled,2016-12-22
Resort Hotel,0,1,2016,May,20,10,0,1,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240.0,,0,Transient-Party,109.0,0,1,Check-Out,2016-05-11
City Hotel,0,1,2016,June,23,2,0,3,2,0.0,0,BB,AGO,Online TA,Corporate,0,0,0,A,D,0,No Deposit,,263.0,0,Transient,120.0,0,1,Check-Out,2016-06-05
Resort Hotel,0,0,2016,October,42,10,1,0,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,22.0,0,Transient,51.0,0,0,Check-Out,2016-10-11
City Hotel,1,262,2017,May,19,11,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,135.0,0,2,Canceled,2017-02-28
Resort Hotel,0,42,2016,January,5,28,0,3,1,0.0,0,BB,POL,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,,0,Transient,44.0,1,0,Check-Out,2016-01-31
City Hotel,1,24,2016,February,6,6,2,1,1,0.0,0,BB,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.0,0,0,Canceled,2016-01-14
Resort Hotel,0,36,2017,May,19,8,2,5,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,134.0,0,0,Check-Out,2017-05-15
City Hotel,0,172,2016,July,28,3,2,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,96.3,0,1,Check-Out,2016-07-06
City Hotel,1,468,2017,July,30,29,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,0,Canceled,2017-07-04
City Hotel,1,61,2015,December,53,30,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,2,No Deposit,9.0,,0,Transient,99.75,0,0,Canceled,2015-11-02
City Hotel,0,256,2016,June,25,15,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-06-17
City Hotel,0,74,2017,April,14,7,0,2,3,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,189.0,0,0,Check-Out,2017-04-09
Resort Hotel,0,169,2016,March,14,31,1,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,0,Refundable,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-04-04
Resort Hotel,1,267,2015,September,39,26,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96.0,,0,Transient,54.99,0,0,Canceled,2015-06-17
City Hotel,0,53,2017,February,6,11,2,3,2,0.0,0,BB,JPN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,68.0,0,1,Check-Out,2017-02-16
Resort Hotel,0,2,2017,January,3,21,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,55.0,1,1,Check-Out,2017-01-22
Resort Hotel,0,153,2016,November,47,14,1,4,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,57.4,0,1,Check-Out,2016-11-19
City Hotel,0,8,2016,November,45,2,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9.0,,0,Transient,120.0,0,2,Check-Out,2016-11-03
Resort Hotel,0,60,2017,April,15,15,2,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,50.85,0,3,Check-Out,2017-04-20
Resort Hotel,0,1,2016,March,11,12,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,56.0,1,0,Check-Out,2016-03-13
City Hotel,1,34,2015,December,50,8,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,0,Transient,90.0,0,0,Canceled,2015-11-17
City Hotel,0,156,2017,August,32,12,2,5,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,157.5,1,2,Check-Out,2017-08-19
Resort Hotel,0,8,2016,February,9,27,1,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,55.44,0,1,Check-Out,2016-02-29
Resort Hotel,0,163,2016,June,25,18,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,143.0,,0,Transient,59.8,0,1,Check-Out,2016-07-02
City Hotel,1,197,2017,July,30,23,2,1,3,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,0,Canceled,2017-01-09
City Hotel,0,56,2016,December,51,12,1,0,1,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,2,Check-Out,2016-12-13
Resort Hotel,1,62,2017,May,21,22,1,3,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,2,No Deposit,240.0,,0,Transient,125.0,0,1,Canceled,2017-03-21
City Hotel,1,15,2017,June,25,22,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,1,Canceled,2017-06-11
City Hotel,0,117,2016,August,33,12,1,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,155.7,0,1,Check-Out,2016-08-15
Resort Hotel,0,1,2016,July,29,15,0,2,1,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,E,0,No Deposit,,425.0,0,Transient,147.6,0,0,Check-Out,2016-07-17
City Hotel,0,5,2017,January,3,17,0,3,1,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,99.67,0,0,Check-Out,2017-01-20
City Hotel,1,1,2017,April,14,5,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,103.0,,0,Transient,157.5,0,0,Canceled,2017-04-04
City Hotel,1,87,2017,April,15,15,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,95.0,0,0,Canceled,2017-01-18
Resort Hotel,0,80,2015,September,40,27,4,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,,0,Contract,55.64,0,1,Check-Out,2015-10-08
City Hotel,0,111,2016,March,14,27,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,58.0,0,0,Check-Out,2016-03-31
City Hotel,1,240,2016,September,38,14,0,2,2,0.0,0,SC,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.4,0,0,Canceled,2016-07-19
City Hotel,0,10,2016,May,23,29,2,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,168.0,,0,Transient,95.0,0,0,Check-Out,2016-06-03
City Hotel,0,129,2017,August,31,5,2,2,2,1.0,1,BB,ESP,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,,0,Transient,155.0,0,3,Check-Out,2017-08-09
City Hotel,0,69,2016,September,38,12,1,0,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,1,Check-Out,2016-09-13
City Hotel,0,20,2016,December,52,22,1,3,2,1.0,0,BB,ECU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,0,Check-Out,2016-12-26
Resort Hotel,0,96,2016,December,53,26,1,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,468.0,,0,Transient,66.24,0,1,Check-Out,2016-12-30
Resort Hotel,0,1,2015,December,50,8,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,2015-12-09
City Hotel,0,247,2016,June,24,6,1,1,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-06-08
City Hotel,1,339,2015,September,39,21,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01
City Hotel,1,92,2017,March,11,15,0,3,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,85.0,0,0,Canceled,2016-12-13
City Hotel,0,163,2016,September,37,5,1,2,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,161.1,0,2,Check-Out,2016-09-08
City Hotel,1,28,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,174.0,0,Transient-Party,100.0,0,0,Canceled,2016-05-18
Resort Hotel,0,8,2016,October,43,21,0,2,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,F,F,1,No Deposit,250.0,,0,Transient,129.0,0,0,Check-Out,2016-10-23
City Hotel,0,0,2017,January,1,4,0,3,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,216.0,0,Transient,70.4,0,0,Check-Out,2017-01-07
Resort Hotel,0,0,2017,August,32,9,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,244.0,1,0,Check-Out,2017-08-10
City Hotel,0,6,2017,March,9,1,1,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.8,0,0,Check-Out,2017-03-06
City Hotel,0,56,2016,November,45,3,0,3,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,86.4,0,0,Check-Out,2016-11-06
City Hotel,0,13,2016,April,17,18,1,0,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.0,0,1,Check-Out,2016-04-19
Resort Hotel,1,178,2016,August,35,27,2,4,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,209.5,0,0,Canceled,2016-05-11
City Hotel,0,253,2016,October,41,8,0,1,2,2.0,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,198.9,0,1,Check-Out,2016-10-09
Resort Hotel,0,266,2016,June,24,10,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,72.0,0,1,Check-Out,2016-06-13
Resort Hotel,1,17,2016,August,35,21,2,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,206.5,0,1,Canceled,2016-08-05
Resort Hotel,0,56,2015,September,38,16,1,4,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,92.0,1,2,Check-Out,2015-09-21
Resort Hotel,0,79,2015,July,28,11,2,6,2,2.0,0,HB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,250.0,,0,Transient,213.75,0,0,Check-Out,2015-07-19
Resort Hotel,0,42,2016,March,10,4,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,66.0,0,2,Check-Out,2016-03-07
City Hotel,0,26,2016,October,41,2,2,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,1,Check-Out,2016-10-04
Resort Hotel,0,2,2016,January,3,10,2,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,49.43,0,1,Check-Out,2016-01-17
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,,0,Transient,92.0,0,0,Canceled,2015-08-14
City Hotel,1,240,2017,July,27,7,0,2,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,141.3,0,1,Canceled,2017-03-27
Resort Hotel,0,7,2017,March,9,2,1,3,2,0.0,0,BB,NLD,Groups,Corporate,0,0,0,D,E,0,No Deposit,,223.0,0,Transient-Party,54.0,1,0,Check-Out,2017-03-06
Resort Hotel,0,14,2016,December,50,5,1,2,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,84.0,0,0,Check-Out,2016-12-08
Resort Hotel,0,85,2016,October,44,24,3,7,2,0.0,0,BB,LTU,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,,0,Transient,65.44,0,1,Check-Out,2016-11-03
City Hotel,1,84,2016,April,16,12,2,6,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,66.76,0,0,Canceled,2016-03-08
City Hotel,0,141,2016,July,27,1,0,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,96.3,0,1,Check-Out,2016-07-03
City Hotel,0,129,2017,July,29,22,1,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0,0,Check-Out,2017-07-24
Resort Hotel,0,165,2017,July,27,8,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,143.0,,0,Transient,132.85,0,0,Check-Out,2017-07-15
City Hotel,0,68,2015,September,37,12,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-09-16
City Hotel,0,15,2017,June,23,7,0,2,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,484.0,,0,Transient-Party,130.0,0,0,Check-Out,2017-06-09
City Hotel,0,47,2017,July,30,28,0,2,2,1.0,0,HB,SWE,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,307.0,0,0,Check-Out,2017-07-30
City Hotel,0,4,2017,January,2,10,0,2,1,0.0,0,BB,ITA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,405.0,0,Transient-Party,70.0,0,0,Check-Out,2017-01-12
Resort Hotel,0,0,2016,January,4,21,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,2,A,D,0,No Deposit,,,0,Transient,39.0,0,0,Check-Out,2016-01-22
City Hotel,0,0,2015,October,42,12,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-13
City Hotel,1,109,2017,June,26,30,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,198.0,0,0,Canceled,2017-03-14
City Hotel,1,53,2017,April,15,13,0,1,2,0.0,0,SC,ECU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0,Canceled,2017-02-21
Resort Hotel,0,82,2017,July,28,12,0,3,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,241.0,,0,Transient,176.8,0,1,Check-Out,2017-07-15
City Hotel,0,204,2015,October,41,9,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient-Party,72.75,0,0,Check-Out,2015-10-13
City Hotel,0,3,2017,March,11,13,1,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,177.0,1,0,Check-Out,2017-03-15
City Hotel,0,45,2016,June,25,17,1,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,65.0,0,1,Check-Out,2016-06-20
City Hotel,0,102,2015,October,42,16,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Check-Out,2015-10-18
City Hotel,1,104,2017,May,20,15,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160.0,0,0,Canceled,2017-01-31
City Hotel,0,42,2016,March,13,25,1,2,2,0.0,0,SC,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,138.0,,0,Transient,62.8,0,0,Check-Out,2016-03-28
City Hotel,0,11,2015,August,34,18,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Contract,95.33,0,1,Check-Out,2015-08-21
City Hotel,0,396,2017,June,26,25,2,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,122.4,0,1,Check-Out,2017-06-27
Resort Hotel,0,1,2017,April,16,18,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,330.0,,0,Transient-Party,45.0,0,1,Check-Out,2017-04-19
Resort Hotel,0,68,2015,September,39,24,2,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241.0,,0,Transient,69.91,1,1,Check-Out,2015-09-29
City Hotel,0,37,2016,October,44,27,0,3,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.0,0,1,Check-Out,2016-10-30
Resort Hotel,0,5,2016,February,7,8,6,15,2,0.0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,E,1,No Deposit,363.0,,0,Transient,75.81,1,0,Check-Out,2016-02-29
City Hotel,0,1,2017,June,24,16,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,170.0,0,0,Check-Out,2017-06-17
Resort Hotel,0,0,2017,February,5,2,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,48.0,0,1,Check-Out,2017-02-03
City Hotel,0,129,2017,July,27,6,1,3,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,0,Check-Out,2017-07-10
Resort Hotel,0,364,2016,October,42,12,1,4,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,66.0,0,1,Check-Out,2016-10-17
Resort Hotel,1,202,2016,March,13,20,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,40.11,0,2,Canceled,2015-09-01
City Hotel,0,256,2015,September,38,14,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,4.0,,0,Transient-Party,76.67,0,0,Check-Out,2015-09-17
City Hotel,0,85,2016,October,41,6,1,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,85.0,0,1,Check-Out,2016-10-10
City Hotel,1,16,2016,December,53,28,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,76.67,0,0,Canceled,2016-12-12
Resort Hotel,1,32,2016,April,17,19,2,5,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,273.0,,0,Transient-Party,69.36,0,0,Canceled,2016-03-18
City Hotel,0,15,2017,July,29,20,0,1,3,0.0,0,BB,CHN,Direct,Direct,0,0,0,F,F,2,No Deposit,14.0,,0,Transient,285.0,0,1,Check-Out,2017-07-21
Resort Hotel,1,219,2016,March,10,2,2,5,2,0.0,0,HB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,310.0,,0,Transient,52.0,0,0,Canceled,2015-11-20
Resort Hotel,1,16,2016,October,42,9,2,0,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,55.0,0,0,Canceled,2016-09-29
Resort Hotel,0,0,2016,November,46,9,0,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,A,I,0,No Deposit,8.0,,0,Transient,0.0,0,0,Check-Out,2016-11-09
City Hotel,0,52,2017,February,7,17,2,4,2,0.0,0,BB,RUS,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,79.2,0,0,Check-Out,2017-02-23
City Hotel,0,336,2016,September,39,21,1,4,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21.0,,0,Transient-Party,70.0,0,0,Check-Out,2016-09-26
City Hotel,0,2,2016,April,16,16,0,1,1,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,89.0,0,1,Check-Out,2016-04-17
City Hotel,1,184,2017,July,30,25,0,4,3,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,175.5,0,1,Canceled,2017-03-04
City Hotel,1,454,2016,October,41,6,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,0,16,2017,July,27,6,0,2,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,171.0,0,1,Check-Out,2017-07-08
Resort Hotel,0,123,2016,October,43,21,2,3,2,0.0,0,BB,SWE,Groups,Corporate,0,0,0,F,F,3,No Deposit,,,0,Transient-Party,95.0,1,0,Check-Out,2016-10-26
Resort Hotel,1,243,2016,September,39,19,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,315.0,,0,Transient,77.85,0,0,Canceled,2016-03-16
City Hotel,0,35,2015,October,42,16,0,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Contract,89.28,0,3,Check-Out,2015-10-18
Resort Hotel,1,109,2016,July,30,18,1,5,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,287.0,0,0,Canceled,2016-04-01
City Hotel,1,133,2017,January,1,3,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.6,0,1,Canceled,2016-10-03
City Hotel,0,20,2017,June,24,12,1,0,2,0.0,0,SC,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.0,0,1,Check-Out,2017-06-13
Resort Hotel,0,72,2016,December,50,5,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,242.0,,0,Transient-Party,47.85,0,1,Check-Out,2016-12-11
City Hotel,1,39,2015,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015-07-06
Resort Hotel,0,9,2017,February,6,11,2,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,33.84,0,0,Check-Out,2017-02-14
Resort Hotel,0,24,2015,December,52,26,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,65.0,0,0,Check-Out,2015-12-27
City Hotel,0,14,2015,October,41,5,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2015-10-08
Resort Hotel,0,0,2016,October,42,9,0,0,2,0.0,0,BB,PRT,Direct,Direct,1,0,0,A,E,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2016-10-09
City Hotel,0,28,2017,January,1,5,1,3,2,0.0,0,BB,HRV,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,74.8,0,1,Check-Out,2017-01-09
City Hotel,0,340,2017,April,16,21,2,2,1,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,98.1,0,2,Check-Out,2017-04-25
City Hotel,0,265,2016,June,26,24,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,6.0,,0,Transient-Party,90.0,0,0,Check-Out,2016-06-26
